Institution ID,Institution Name,City,State/Province,Country
1055,School of Architecture and Civil EngineeringNantong University,Nan Tong,JiangSu,China
1056,Shanghai Jiao Tong Univeresity,Shanghai,Shanghai,China
1057,HEBEI FANANCE UNIVERSITY,Baoding,Hebei,China
1058,China University of Geosciences(Wuhan),Wuhan,Hubei,China
1059,Shanxi University,Taiyuan,Shanxi,China
1060,The Huazhong University of Science and Technology,Wuhan,Hubei Province,China
1061,HuBei University of Economics,WuHan,HuBei,China
1062,Tianjin University,Nankai,Tianjin,China
1063,LongDong University,Qingyang,Gausu,China
1064,Salisbury University,Salisbury,MD,USA
1065,Officers College of CAPF,chengdu,sichuan,China
1066,Ocean university of China,Qingdao,Sandong,China
1067,Paivola School of Mathematics,Tarttila,,Finland
1068,Wuhan Univ.,Wuhan,Hubei,China
1069,No. 10 Huixin Dongjie Chaoyang District Beijing P.R. China,Beijing,Beijing,China
1070,Rose-Hulman Institute of Technology,Terre Haute,IN,USA
1071,Beijing Normal University,BEIJING,,China
1072,ShanDong University of Science and Technology,Qingdao,Shandong,China
1073,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,Hefei,Anhui,China
1074,Southeast University,Nanjing,Jiangsu Provience,China
1075,University of Shanghai for Science and Technology,SHANGHAI,SHANGHAI,China
1076,nankai university,tianjin,,China
1077,Northwestern Polytechnical University,xi 'an,shanxi,China
1078,Dalian Polytechnic University,Dalian,Liaoning,China
1079,Southwest Jiaotong University,CHENGDU,SICHUAN,China
1080,SouthwesternÂ UniversityÂ of Finance and Economics,Chengdu,Sichuan,China
1081,Southeast University,NANJING,JIANGSU,China
1082,Jinling High School,Nanjing,Jiang Su,China
1083,Shanghai Kongjiang High School,Shanghai,,China
1084,China University of Geosciences,Wuhan,Hubei,China
1085,EAST CHINA NORMAL UNIVERSITY,Shanghai,China,China
1086,Tianjin University of Science and Technology,TianJin,TianJin,China
1087,Minzu university of China,Beijing,,China
1088,Taishan UniversityChina,Taian,Shandong,China
1089,Shanghai University,Shanghai,China,China
1090,Southwest Jiaotong University,CHENG DU,SI CHUAN,China
1091,Lanzhou university,lanzhou,Gansu,China
1092,College of Science,Beijing,,China
1093,Nottingham Trent University,Nottingham,,United Kingdom
1094,Liaoning Technical Universty,Fuxin,,China
1095,Northwestern Polytechnical University,Xi'an,Shanxi,China
1096,Shenyang Jianzhu university,Shenyang,Liaoning,China
1097,Math Institution Beihang University,Beijing,China,China
1098,Southwest University of Finance and Economics,Chengdu,Sichuan,China
1099,South-Center University For Nationalities,Wuhan,Hubei Province,China
1100,EAST CHINA NORMAL UNIVERSITY,SHANGHAI,SHANGHAI,China
1101,University of International Business and Economy,Beijing,Chaoyang,China
1102,University of International Business and Economics China,Beijing,Beijing,China
1103,Henan Normal University,XinXiang,HeNan,China
1104,East China Normal University,Shanghai,Minhang,China
1105,Sun Yat-sen University,Guang zhou,Guang dong,China
1106,Shanxi University People's Republic of China,Taiyuan,Shanxi Province,China
1107,Wuhan Polytechnic University,Wuhan,Hubei,China
1108,The University of Western Ontario,London,ON,Canada
1109,Henan normal University,xinxiang,henan,China
1110,Qilu University Of Technology,Jinan,Shandong,China
1111,East China Normal University,Shanghai,,China
1112,Taizhou Institute of Sci.&Tech.NUST,Taizhou,,China
1113,Tianjin university,Tianjin,Tianjin,China
1114,China University of Geoscience (Wuhan),Wuhan,Hubei,China
1115,Peking university,Beijing,Beijing,China
1116,Chongqing University of Technology,Chongqing,,China
1117,Universitiy of International Business and Economics,Beijing,,China
1118,SiChuan University,Chengdu,Sichaun,China
1119,Sichuan Agricultural University,Yaan,Sichuan,China
1120,Kunming University,Kunming,Yunnan,China
1121,Nanjing Agricultural University,Nanjing,Jiangsu,China
1122,East China University of Science and Technology,Shanghai,Shanghai,China
1123,University Of Science and Technology Beijing,Beijing,Beijing,China
1124,Huazhong University of Science and Technology,Wuhan,,China
1125,Shenzhen University China,Shenzhen,Guangdong,China
1126,Tianjin University of Technology and Education,Tianjin,Tianjin,China
1127,University of Internetional Business and Economics,Beijing,,China
1128,Shandong University,Jinan Shandong Province,Shandong Province,China
1129,South China University of Technology,Tianhe Distric,Guangzhou,China
1130,Sun Yat-sen University Guangzhou,Guang Zhou,Asia,China
1131,Bloomsburg University,Bloomsburg,PA,USA
1132,Henan Polytechnic University,Jiaozuo,Henan Province,China
1133,Southwestern University of Finance and Economics,chengdu,,China
1134,Jilin University,Changchun City,Jilin Province,China
1135,School of Electrical Engineering,Wuhan,Hubei,China
1136,Central University of Finance and Ecomomics,Beijing,Asia,China
1137,Taiyuan University,jinzhong,shanxi,China
1138,Sichuan Agricultural University,Chengdu,sichuan,China
1139,Shandong University of Science and Technology,Tai'an city,Shandong province,China
1140,Xiamen UniversityChina,Xiamen,Fujian,China
1141,Sewanee: the University of the South,Sewanee,Tennessee,USA
1142,Southwestern University of Finance and Economics,Chengdu,Si Chuan Province,China
1143,Renmin University of China,beijing,,China
1144,School of Information,Beijing,,China
1145,Southwestern university of Finance and Economics,Chengdu,China,China
1146,University of Science & Technology Beijing,beijing,,China
1147,Institution of Mathematics; Northeastern University,Shenyang,Liaoning,China
1148,Dezhou University,Dezhou,Shandong,China
1149,The University Of International Business Economics,Beijing,Beijing,China
1150,ShanDong University of Technology,ZiBo,ShanDong,China
1151,Key Laboratory of Ecological Utilization of Multi-metal Intergrown Ores of Ministry of Education &School of Materials and Metall,Shenyang,Liaoning,China
1152,Jiangxi Agricultural University,Nanchang,Jiangxi,China
1153,University of Science and Technology of China,Hefei China,,China
1154,Ocean University of China,Shandong,Qingdao,China
1155,Sichuan University,Chengdu,Sichuan Province,China
1156,Beijing Normal University,Beijing,,China
1157,Hubei University of Technology,Wuhan,Hubei Province,China
1158,University of Science and Technology Liaoning,Anshan,Liaoning,China
1159,Institution of Intelligent Robots and Pattern Recognition; Northeastern University,Shenyang,Liaoning,China
1160,TongJi University,Shanghai,Shanghai,China
1161,Renmin University of China,BEIJING,,China
1162,Henan Normal University,Xin'xiang,Henan Province,China
1163,Shandong University of Technology,zibo,Shandong,China
1164,School of Statistics,Beijing,,China
1165,Beijing University of Post and Telecommunication,Beijing,,China
1166,Harbin Medical University,Harbin,Hei Long Jiang,China
1167,TianJin university,TianJin,TianJin,China
1168,Second Military Medical University,Shanghai,Yangpu,China
1169,Hainan University,Haikou,Hainan Province,China
1170,Central University of Finance and Ecomomics,Beijing,Beijing Municipality,China
1171,University of Oklahoma,Norman,OK,USA
1172,South China University of Technology,Guangzhou,Guangdong,China
1173,Cheng Yi College of Jimei University,Xiamen,Fujian,China
1174,university,Tianjing,Tianjing,China
1175,Ocean University of China,Qingdao City,Shandong Province,China
1176,Southwestern University of Finance and Economics,CHENGDU CITI,SICHUAN PROVINCE,China
1177,National Engineering Research Center for Multimedia Software Wuhan University,Wuhan,Hubei,China
1178,School of Sciences;Northeastern University,Shenyang,Liaoning,China
1179,Tianjin University,TianjinChina,Tianjin,China
1180,Shanghai JiaoTong University,Shanghai,,China
1181,Shanghai University of International Business and Economics,Shanghai,Songjiang,China
1182,Xi'an Eurasia University,Xi'an,Shaanxi,China
1183,university of international business and economics,Beijing,Beijing,China
1184,Bryn Athyn College,Bryn Athyn,PA,USA
1185,Minzu University of China,Beijng,,China
1186,concordia college NY,bronxville,NY,USA
1187,Sichuan Agricultural University,Chengdu,Sichuan,China
1188,University of Science And Techology Of China,HeFei,AnHui,China
1189,Wuhan University of Science and Technology,Wuhan,Hubei,China
1190,Renmin University of China,Beijing,Beijing,China
1191,Peking University,Beijing,Beijing,China
1192,University of international business and economics,Beijing,Beijing,China
1193,Hebei University,Baoding,Hebei,China
1194,Hu Bei Univeristy of Economics,WuHan,HuBei,China
1195,Institute of Scientific & Engineering Computing,Hangzhou,Zhejiang,China
1196,Inner Mongolia University of Technology,Hohhot,Inner Mongolia,China
1197,School of mathematics and statistics,Beijing,Beijing,China
1198,Shandong University,Jinan,,China
1199,Central University of Finance and Ecomomics,Bejing,Bejing,China
1200,Fuyang Normal College Anhui province China.,FuYang,yingzhou,China
1201,SHANDONG UNIVERSITY,JINAN,Shandong,China
1202,South China Normal Uniyersity,Guangzhou,Guangdong,China
1203,Beijing Normal University Zhuhai,Zhuhai,Guangdong,China
1204,Chongqing University of Science and Technology,é‡�åº†,ChongQing,China
1205,South China Institute of Software Engineering. GU,Guangzhou,Guangdong,China
1206,South China Normal University,Guangzhou,,China
1207,Nanjing Tech University,Nanjing,Jiangsu,China
1208,City University of Hong Kong,City University of Hong Kong,,Hong Kong
1209,Zhongnan University Of Economics And Laws,Wuhan,Hubei,China
1210,Huaqiao University,Quan Zhou,Feng Ze,China
1211,Xi'an Jiaotong-Liverpool University,Suzhou,Jiangsu,China
1212,Naval University of Engineering,Wuhan,Hubei,China
1213,Shanghai University of Financial & Economics,Shanghai,,China
1214,Henan University of Economics and Law,Zhengzhou,Henan,China
1215,Kansas Wesleyan University,Salina,KS,USA
1216,Wuhan University,WuchangWuhan,Hubei,China
1217,University of Liverpool,Liverpool,Merseyside,United Kingdom
1218,ZHEJIANG UNIVERSITY,shanghai,shanghai,China
1219,Sichuan Normal University,Chengdu,Sichuan,China
1220,Carroll College,Helena,MT,USA
1221,University of Science and Technology of China,HeFei,AnHui,China
1222,Lafayette College,Easton,PA,USA
1223,Minzu University of China,Beijing,China,China
1224,university,beijing,,China
1225,Fujian Normal University,Fuzhou,Fujian,China
1226,China University of Mining and Technology,Xuzhou,Jiangsu,China
1227,Minzu Univercity of China,Beijing,,China
1228,Grand View University,Des Moines,IA,USA
1229,University of Washington,Seattle,WA,USA
1230,Southwestern University of Finance and Economics,Chengdu,wenjiang,China
1231,Academy of Armored Forces Engineering,Beijing,Beijing,China
1232,Binzhou University,Binzhou,Shandong,China
1233,Virginia Military Institute,Lexington,VA,USA
1234,Milligan College,Milligan College,TN,USA
1235,Colgate University,Hamilton,NY,USA
1236,Southwestern University of Finance and Economics,ChengDu,SiChuan,China
1237,School of EngineeringSun Yat-Sen University,Guangzhou,Guangdong,China
1238,University of Shanghai for Science and Technology,Shanghai,Shanghai,China
1239,Beijing University Of Technology,Beijing,Beijing,China
1240,Guangxi University,Nanning,Guangxi,China
1241,Roger Williams University,Bristol,RI,USA
1242,China University of Geosciences Beijing,Beijing,,China
1243,shenyang jianzhu university,shenyang,Liaoning,China
1244,Shandong University of Science and Technology,Qingdao,Shandong,China
1245,Zhejiang University of Technology,Hangzhou,,China
1246,shanghai,shanghai,shanghai,China
1247,Tianjin University People's Republic of China,Tianjin,,China
1248,Changsha University of Science & Technology,Changsha,Hunan,China
1249,X1'an University of Architecture and Technology,Xi'an,Shaanxi,China
1250,Xiamen University,Xiamen,Fujian,China
1251,South China University Of Technology,Guangzgou,,China
1252,Zhengzhou University Of Light Industry,Zhengzhou,Henan,China
1253,Wheaton College (IL),Wheaton IL,IL,USA
1254,NanTong University,NanTong,JiangSu,China
1255,Huazhong University Of Science & Technlology,Wuhan,Hubei,China
1256,Zhongnan University of Economics and Law,Wuhan,Hubei Province,China
1257,Huaiyin Normal University,Huaian,Jiangsu,China
1258,Macau University of Science and Technology,Macau,,China
1259,Shanghai U. of Finance and Economics School of Economics,Shanghai,Shanghai,China
1260,Northeast Agricultural University,Harbin,Heilongjiang,China
1261,Virginia Western,Roanoke,VA,USA
1262,Ithaca College,Ithaca,NY,USA
1263,BeiJing University Of Post And Telecommunication,BEIJING,,China
1264,Xiangtan University,Xiangtan,Hunan,China
1265,Nankai University,TIANJIN,,China
1266,Austin Peay State University,Clarksville,TN,USA
1267,JiangXi College of Construction,NanChang,JiangXi,China
1268,Berlin School of Economics and Law,Berlin,Berlin,Germany
1269,Jacksonville University,Jacksonville,FL,USA
1270,The Second Artillery Engineering University,Xi'an,Shaanxi,China
1271,Northwestern Polytechnical University P.R.CHINA,XI'AN,SHAANXI,China
1272,Xinyang Normal University,Xinyang,Henan,China
1273,Huainan Normal University,Huainan,Anhui,China
1274,University of Denver,Denver,CO,USA
1275,University of Manchester,Manchester,,United Kingdom
1276,Huazhong University of Science&Technology,Wuhan,Hubei,China
1277,Pattern Recognition ;Northeastern University,Shenyang,Liaoning,China
1278,Minzu university of China,Beijing,Beijing,China
1279,Software college; Northeastern University,Shenyang,Liaoning,China
1280,Shandong University of Science and Technology,Tai'an city,Shandong Province,China
1281,Shenyang Agricultural University,SHENYANG,LIAONING,China
1282,East China Normal University,ShangHai,,China
1283,Sun Yat-Sen University,Guangzhou,,China
1284,Nanjing University,Nanjing,Qixia,China
1285,South-Central University for Nationalities,WuHan,HuBei,China
1286,Lanzhou University of Technology,Lanzhou,,China
1287,Beijing Technology and Business University,Beijng,,China
1288,South China Normal University,guangzhou,guangdong,China
1289,University of Science and TechnologyBeijing(USTB),Beijing,Beijing,China
1290,Huazhong University of Science and technology,Wuhan,Hubei,China
1291,Dalian University of Technology,Dalian,,China
1292,NC School of Science and Mathematics,Durham,NC,USA
1293,Northeaster University (China),Shenyang,,China
1294,Olin College,Needham,MA,USA
1295,Fuzhou University,Fuzhou,Fujian,China
1296,Guangdong University of Technology,Guangzhou,,China
1297,shaanxi university of technology,han zhong,shaanxi,China
1298,Sun Yat-sen University,Zhuhai,Guangdong,China
1299,Beijing Forestry University,Beijing,Beijing,China
1300,China University of Petroleum,beijing,beijing,China
1301,College of Computer and Control Engineering,Tian Jin,,China
1302,China University of Geosciences Beijing,Beijing,Beijing,China
1303,Xi'an University of Architecture and Technology,Xiâ€™An,ShaanXi,China
1304,University of shanghai for Science&Technology,Shanghai,,China
1305,BeiJing University Of Post And Telecommunication,Beijing,China,China
1306,Shanghai University,shanghai,shanghai,China
1307,North China Electric Power University Baoding,Baoding,Hebei,China
1308,University of Science & Technology of China,Hefei,Anhui,China
1309,shenyang pharmaceutical university,Shenyang,liaoning,China
1310,Shanghai University Of Engineering Science,ShangHai,SongJiang,China
1311,Wuhan University,Wuhan,China,China
1312,Hunan University of Commerce,Changsha,Hunan,China
1313,GUANGDONG UNIVERSITY OF FINANCE AND ECONOMICS,GUANGZHOU,GUANGDONG,China
1314,Grinnell College,Grinnell,IA,USA
1315,Sun Yat-Sen University,Guangzhou,Guangdong,China
1316,Capital University of Economics and Business,BEI JING,BEI JING,China
1317,East China Normal University,Shanghai,Shanghai,China
1318,South China Agricultural University,Guangzhou,Tianhe,China
1319,Hainu University,Haikou,Hainan,China
1320,Nankai University,tianjin,tianjin,China
1321,Shanghai Jiao Tong University,Shanghai,Shanghai,China
1322,Beihang Univeristy,Beijing,Beijing,China
1323,China University of GeosciencesBeijing,Beijing,Beijing,China
1324,Officer's college of CAPF,Chengdu,Sichuan,China
1325,Mathematics,Shanghai,Shanghai,China
1326,Taiyuan University of Technology,Taiyuan,Shanxi,China
1327,Beijing Jiaotong University,beijing,,China
1328,Kunming University of Science and Technology,Kunming,Yunnan,China
1329,Fudan University,SHANGHAI,SHANGHAI,China
1330,FUDAN UNIVERSITY,SHANGHAI,SHANGHAI,China
1331,Nankai University,Tianjin,Aisa,China
1332,Mount St. Mary's University,Emmitsburg,MD,USA
1333,SOUTHWEST UNIVERSITY FOR NATIONALITIES,CHENGDU,SICHUAN,China
1334,Shenyang Ligong University,Shenyang,Liaoning,China
1335,Westminster College,New Wilmington,PA,USA
1336,Guangdong University of Technology,Guangzhou,Guangdong,China
1337,Nanjing University of Aeronautics and Astronautics,Nanjing,Jiangsu,China
1338,HuBei University of Economics,Wuhan,Hubei,China
1339,Rhodes College,Memphis,TN,USA
1340,Tianjin UniversityChina,Tianjin,Tianjin,China
1341,henan normal university,xinxiang,henan,China
1342,Shanghai University of Electric Power,Shanghai,,China
1343,east china university of political science and law,shanghai,shanghai,China
1344,Nankai University,Tianjin,Non-US/Non-Canadian,China
1345,Chongqing University,Shapingba district,Chongqing,China
1346,Beijing Information Science & Technology University,Beijing,,China
1347,School of Materials and Metallurgy; Northeastern University,Shenyang,Liaoning,China
1348,Sichuan Agriculture University,Chengdu,Sichuan,China
1349,Shandong University,Jinan,Shandong Province,China
1350,Zhejiang University City College,Hangzhou,Zhejiang,China
1351,Soochow University,Suzhou,,China
1352,Chung Yuan Christian University,Chung Li,,Taiwan
1353,City University of Hong Kong,Kowloon,,Hong Kong
1354,Zhejiang University China,Hangzhou Zhejiang Province,,China
1355,Hefei No.8 high school,Hefei,Anhui,China
1356,Yantai University,Yantai,,China
1357,Xuhai college of China University of Mining and Technology,Xuzhou,Jiangsu,China
1358,College of Biochemical EngineeringBeijing Union University,Beijing,Beijing,China
1359,Southwest Jiaotong University,Chengdu,,China
1360,American Heritage School Plantation,Plantation,FL,USA
1361,South China Normal University,Guangzhou Guangdong China,,China
1362,Nanjing University of Information Science and Technology,Nanjing,Jiangsu,China
1363,Meredith College,Raleigh,NC,USA
1364,Huazhong Agriculture University,WuHan,Hubei,China
1365,Lan Zhou University of Technology,Lan Zhou,Gansu,China
1366,University of Macau,macau,macau,China
1367,University of Michigan-Shanghai Jiao Tong University Joint Institute,Shanghai,,China
1368,Qingdao Technical Colleage,Qingdao,Shandong,China
1369,University of Delaware,Newark,DE,USA
1370,Central China Normal University,Wuhan,Hubei,China
1371,Universith of International Business and Economics,Beijing,,China
1372,Shaanxi University of Science & Technology,Xi'an,,China
1373,Union College,Schenectady,NY,USA
1374,Shandong University,JINAN,Shandong,China
1375,minzu univercity of China,Beijing,Beijing,China
1376,Ocean University of China,qingdao,Shandong,China
1377,Shanghai University of Finance and Economics,shanghai,shanghai,China
1378,Central South University,Changsha,Hunan,China
1379,Minzu University of China,Bejing,Beijing,China
1380,Sun Yat-sen University,Guangzhou,Guangdong Province,China
1381,SYSU,Guangzhou,Guangzhou,China
1382,Leshan Normal University,Leshan,Sichuan,China
1383,Jilin University of Finance and Economics,Changchun,Jinlin,China
1384,SHANGHAI JIAO TONG UNIVERSITY,SHANGHAI,SHANGHAI,China
1385,State University of New York University at Buffalo,Buffalo,NY,USA
1386,GuangDong Vocational College of Environmental Protetion Engineering,FoShan,GuangDong Province,China
1387,School of Reliability and Systems EngineeringBeihang University,Beijing,Beijing,China
1388,Yangtze University,Jingzhou,Hubei,China
1389,mathematics and systems science institute,Beijing,Beijing,China
1390,Shantou University,Shantou,Guangdong,China
1391,Nankai University,Tianjin,China,China
1392,China University of Geosciences,Beijing,Beijing,China
1393,China University of Political science and Law,BEJING,,China
1394,Zhejiang University,Ningbo,Zhejiang,China
1395,Xi'an University of Finance and Economics,XI'AN,Shaanxi,China
1396,Changchun University of Science and Technology,Changchun,Jilin,China
1397,Chongqing Normal University,Chongqing,Chongqing,China
1398,Tianjin University,Tianjin,Nankai District,China
1399,University of International business and economics,Beijing,Beijing,China
1400,Henan normal university,xinxiang,henan,China
1401,South Dakota School of Mines & Technology,Rapid City,SD,USA
1402,University of International Business and Ecomomics,Beijing,Beijing,China
1403,Shanghai Institute of Technology,Shanghai,,China
1404,Shandong University of Science and Technologyï¼ŒChina,Qingdao City,Shandong Province,China
1405,Xiamen University,Xiamen,FuJian,China
1406,China Agricultural University,Beijing,,China
1407,Institution of Mathematics;Northeastern University,Shenyang,Liaoning,China
1408,U.S. Air Force Academy,USAF Academy,CO,USA
1409,Xuzhou Institute of Technology,Xuzhou,Jiangsu,China
1410,FuZhou College of Foreign Studies and Trade,Fuzhou,Fujian,China
1411,Shandong University of Finance and Economics,Jinan,China,China
1412,College of Petroleum Engineering,Qingdao,Shandong,China
1413,Wuhan University,Wuhan City,Hubei Province,China
1414,Peking University,Beijing,,China
1415,University of international business and economics,Beijing,,China
1416,Tianjin University,Tianjin,Tianjin,China
1417,College of Applied Science.Jiang Xi University of Science and Technology,Ganzhou,Jiang Xi,China
1418,Virginia Western Community College,Roanoke,VA,USA
1419,Renmin University of China,Beijing,Beijing Municipality,China
1420,Hubei University Of Economics,WUHAN,HUBEI,China
1421,Heilongjiang University of science and technology,Harbin,Heilongjiang,China
1422,Shandong Agricultural University,Tai'an City,Shandong,China
1423,School of Architecture and Civil EngineeringNantong University,NanTong,JiangSu,China
1424,Belhaven University,Jackson,MS,USA
1425,Tongji University,shanghai,shanghai,China
1426,SouthWestern University of Finance and Economics,chengdu,sichuan,China
1427,Faculty of Information Science and Engineering; Northeastern University,Shenyang,Liaoning,China
1428,PekingUniversity(PKU),Beijing,,China
1429,Economics,Beijing,Bejing,China
1430,Dalian Ocean University,Dalian,Liaoning,China
1431,Yanshan University,Qinhuangdao,Hebei,China
1432,Heilongjiang University,Harbin,Heilongjiang,China
1433,Chong Qing University,Shapingba,ChongQing,China
1434,University of Manchester,Manchester,Great Manchester,United Kingdom
1435,Beijing Forestry University,BEIJING,,China
1436,ZheJiang University,Hangzhou,Zhejiang,China
1437,Washington and Lee University,Lexington,VA,USA
1438,Southwestern University of Finance and Economics,Chengdu,Wenjiang,China
1439,Ocean University of China,Qingdao,Shandong Province,China
1440,China University of Political science and Law,BEIJING,,China
1441,the city college of jilin jianzhu university,Changchun City,jilin,China
1442,University of Puget Sound,Tacoma,WA,USA
1443,Department of Economics Minzu University of China,Beijing,Beijing,China
1444,The University of International Business and Economics,Beijing,,China
1445,Sun Yat-Sen University,Zhuhai,Guangdong,China
1446,South China Normal Univercity,Guangzhou,China,China
1447,Shandong University of Technology,Zibo,Shangdong,China
1448,South China Normal University,GUANGZHOU,GUANGDONG,China
1449,Teacher,Beijing,Beijing,China
1450,Shanghai university,Shanghai,,China
1451,Suzhou University of Science and Technology,Jiangsu,Suzhou,China
1452,Qingdao agricultural university,Qingdao,Shandong,China
1453,University of International and Economics,Beijing,,China
1454,Informantion Engineering,Dalian,Liaoning,China
1455,University of International Business and Economics,Beijing,Asia,China
1456,Communication University of China,Beijing,,China
1457,nanjing university of finance&economics,nanjing,jiangsu,China
1458,Beijing University of Chemical Technology,Caoyang District,Beijing,China
1459,Henan Normal University,Henan Xinxiang,China,China
1460,Minzu University of China,BEIJING,BEIJING,China
1461,shenyang University of Technology,Shenyang,Liaoning,China
1462,University of Science and Technology of China,Heifei,Anhui,China
1463,Nanjing University,Nanjing,Jiangsu province,China
1464,NORTH CHINA ELECTRIC POWER UNIVERSITY,BEIJING,,China
1465,Zhejiang University,hangzhou,Zhejiang,China
1466,concordia college NY,pleasantville,NY,USA
1467,Beijing University of Technology,Beijing,Beijing,China
1468,University of North Texas,Denton,TX,USA
1469,South-Central University for Nationalities,Haidian District,Beijing,China
1470,Colby College,Waterville,ME,USA
1471,Sun Yat-sen University,Guangzhou,,China
1472,Beijing University of Aeronautics and Astronautics,Beijing,Beijing,China
1473,Southern Medical University,Guangzhou,Guangdong Province,China
1474,China University of Petrolem(Beijing),Beijing,Beijing,China
1475,University of International Bussiness and EconomyBeijingChina,Beijing,,China
1476,James Madison University,Harrisonburg,VA,USA
1477,Dalian Neusoft University of Information,Dalian,Liaoning,China
1478,Oregon State University,Corvallis,OR,USA
1479,Southwestern University of Finance and Economics,Chengdu,SiChuan,China
1480,Chengdu Technological University,chengdu,Sichuan,China
1481,College of science,Shanghai,Shanghai,China
1482,College of Information Science and Engineering; Northeastern University,Shenyang,Liaoning,China
1483,Shanghai Institute of Technology,Shanghai,Shanghai,China
1484,Inner Mongolia University,Hohhot,Inner Mongolia Autonomous Region,China
1485,Zhengzhou university,zhengzhou,henan,China
1486,University of Science and Technoloy of China,Hefei,Anhui,China
1487,Temple University,Philadelphia,PA,USA
1488,South China University of Technology,GuangZhou,,China
1489,Slippery Rock University,Slippery Rock,PA,USA
1490,Tianjin University of Finance and Economics,Tianjin,China,China
1491,Binghamton University (SUNY),Binghamton,NY,USA
1492,Zhengzhou University,Zhengzhou,Henan Province,China
1493,University of Central Florida,Orlando,FL,USA
1494,Institute of Mechatronics Engineering; Northeastern University,Shenyang,Liaoning,China
1495,Beihang Univeristy,BEIJING,BEIJING,China
1496,Sichuan University,Chengdu,,China
1497,University of International Relations,Beijing,Beijing,China
1498,Idaho State University,Pocatello,ID,USA
1499,Changchun University Of Science and Technology,Changchun,Jinlin,China
1500,HuNan University,Changsha,HuNan,China
1501,EAST CHINA NORMAL UNIVERSITY,Shanghai,,China
1502,University of International Business and Econmics,Beijing,Beijing,China
1503,Dalian Neusoft University of information,Dalian,Liaoning,China
1504,Research Center of Control & Simulation; Northeastern University,Shenyang,Liaoning,China
1505,University of New Mexico,Albuquerque,NM,USA
1506,Sun Yat-sen University,Guangzhou,Guangdong,China
1507,Ocean University Of China,Qingdao,Shandong,China
1508,Guangdong University of Petrochemical Technology,Maoming,Guangdong,China
1509,shenyangjianzhu university,shenyang,liaoning,China
1510,Southwestern University of Finance and Economic,Chengdu,Sichuan,China
1511,Gannan Normal University,Ganzhou,Jiangxi,China
1512,North China University of Water Resources and Electric Power,Zhengzhou,Henan Province,China
1513,Scuola Monotecnica Superiore Dongemenese,Beijing Dongcheng District,Municipality of Beijing,China
1514,North China Electric Power University,Baoding,,China
1515,Information,Beijing,,China
1516,Sun Yat-Sen University,Guangzhou City,,China
1517,University of South China,Hengyang,Hunan,China
1518,Undergraduate course,Jinan,Shandong Province,China
1519,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
1520,Beihang Univeristy,BEIJING,,China
1521,Ohio University,Athens,OH,USA
1522,UIBE,BeiJing,,China
1523,University,Beijing,,China
1524,Fujian Agriculture and Forestry University,Fuzhou,Fujian,China
1525,shenyang university of technology,Shenyang,Liaoning,China
1526,Syracuse University,Syracuse,NY,USA
1527,Wells College,Aurora,NY,USA
1528,Yichun University,Yichun,Jiangxi,China
1529,Simpson College,Indianola,IA,USA
1530,Sun Yat-sen University&Peking University&Peking University,Guangzhou,,China
1531,Ocean Univercity of China,Qingdao City Shandong Province,,China
1532,Xi'an University of Architecture and Technology,Xi'an,Shaanxi Province,China
1533,University of Sci&Tech of China,Hefei,Anhui,China
1534,Xiamen University,Xiamen,,China
1535,BeiJing University Of Post And Telecommunication,BeiJing,HaiDian,China
1536,Chongqing University of Science & Technology,Chongqing,,China
1537,Tianjin University China,Tianjin,Tianjin,China
1538,Central China Normal University,Wuhan,HUBEI,China
1539,Southeast University,Nanjing,Jiangsu,China
1540,SJTU-ParisTech Elite Institute of Technology,Shanghai,Shanghai,China
1541,Tsinghua University,Beijing,China,China
1542,Madonna University,Livonia,MI,USA
1543,BeiJing University Of Post And Telecommunication,Beijing,beijing,China
1544,shanghai Normal University,shanghai,China,China
1545,RenMin University of China,Beijing,Beijing,China
1546,Guangdong University of Finance Economics,Guangzhou,Guangdong,China
1547,Beijing Forestry University,Beijing,,China
1548,SUNY New Paltz University,New Paltz,NY,USA
1549,Heilongjiang University,Harbin,Heilongjiang Province,China
1550,Shanghai Finance University,Shanghai,,China
1551,Ningbo University,Ningbo,ZheJiang,China
1552,The Engineering & Technical college of Chengdu University of Technology,LESHAN,,China
1553,China University of Political science and Law,Beijing,,China
1554,121 Zhangjialukou Huaxiang Fengtai District BeijingChina,Beijing,Beijing,China
1555,university of International Business and Economics,Beijing,Beijing,China
1556,The University of Business and Economics,Beijing,,China
1557,Virtual reality and simulation; Northeastern University,Shenyang,Liaoning,China
1558,Wenzhou University,Wenzhou,Zhejiang,China
1559,Naval Aeronautical and Astronautical University,Yantai,Shandong,China
1560,Shanghai Jiao Tong University,Shanghai,,China
1561,Fudan University,Shanghai,P.R.China,China
1562,Heilongjiang University,Harbin,Outside US,China
1563,North China Electric Power University,Beijing,Beijing,China
1564,WuHan University Of Tecnology,WuHan,HuBei,China
1565,Donghua University,Shanghai,Shanghai,China
1566,Beihang Univeristy,Beijing,,China
1567,Southwest Jiaotong University,Chengdu city,Sichuan,China
1568,Shanghai Foreign Language School,Shanghai,Shanghai,China
1569,Northeast Yucai Foreign Language School,shenyang,Liaoning,China
1570,University of Jinan,Jinan,Shandong,China
1571,Institute of Systems Science; Northeastern University,Shenyang,Liaoning,China
